FAULT_ID	CITATION
22425	Working material, data 2015
22426	Working material, data 2019
22427	Working material, data 2014
22428	Working material, data 2015
22429	Working material, data 2015
22430	Working material, data 2015
22431	Working material, data 2015
22432	Map of Alps, 1982
22433	Map of Alps, 1982
22434	Working material, data 2015
22435	Working material, data 2015
22436	Working material, data 2015
22437	Working material, data 2015
22438	Working material, data 2015
22439	Working material, data 2015
22440	Basili et al., 2013
22441	Basili et al., 2013
22442	Basili et al., 2013
22443	Basili et al., 2013
22444	Basili et al., 2013
22445	Basili et al., 2013
22446	Basili et al., 2013
22447	Basili et al., 2013
22448	Basili et al., 2013
22449	Basili et al., 2013
22450	Basili et al., 2013
22451	Basili et al., 2013
22452	Basili et al., 2013
22453	Basili et al., 2013
22454	Basili et al., 2013
22455	Basili et al., 2013
22456	Map of Alps, 1982
22457	Working material, data 2015
22458	Working material, data 2015
22459	Working material, data 2015
22460	Working material, data 2015
22461	Basili et al., 2013
22461	Bird, 2003
22462	Basili et al., 2013
22463	Basili et al., 2013
22463	Bird, 2003
22464	Basili et al., 2013
22464	Bird, 2003
22465	Basili et al., 2013
22465	Bird, 2003
22466	Basili et al., 2013
22466	Bird, 2003
22467	Basili et al., 2013
22467	Bird, 2003
22468	Basili et al., 2013
22469	Basili et al., 2013
22470	Basili et al., 2013
22471	Basili et al., 2013
22472	Working material, data 2015
22473	Basili et al., 2013
22474	Basili et al., 2013
22474	Bird, 2003
22475	Basili et al., 2013
22475	Bird, 2003
22475	Galadini et al., 2001
22475	Trifonov, data 1996
22476	Basili et al., 2013
22477	Basili et al., 2013
22478	Basili et al., 2013
22479	Basili et al., 2013
22480	Working material, data 2015
22481	Basili et al., 2013
22482	Basili et al., 2013
22483	Basili et al., 2013
22484	Basili et al., 2013
22485	Basili et al., 2013
22486	Basili et al., 2013
22487	Basili et al., 2013
22488	Basili et al., 2013
22489	Basili et al., 2013
22490	Basili et al., 2013
22491	Basili et al., 2013
22492	Basili et al., 2013
22493	Basili et al., 2013
22493	Galadini et al., 2001
22494	Galadini et al., 2001
22494	Map of Italy, 1991
22495	Map of Italy, 1991
22496	Map of Italy, 1991
22497	Basili et al., 2013
22497	Map of Italy, 1991
22498	Basili et al., 2013
22499	Basili et al., 2013
22500	Bird, 2003
22500	Working material, data 2018
22501	Basili et al., 2013
22502	Basili et al., 2013
22503	Basili et al., 2013
22504	Basili et al., 2013
22505	Basili et al., 2013
22506	Working material, data 2015
22507	Bird, 2003
22507	Map of Italy, 1991
22508	Basili et al., 2013
22508	Bird, 2003
22508	Map of Italy, 1991
22509	Basili et al., 2013
22509	Bird, 2003
22509	Map of Italy, 1991
22510	Basili et al., 2013
22510	Bird, 2003
22510	Map of Italy, 1991
22511	Basili et al., 2013
22511	Bird, 2003
22511	Map of Italy, 1991
22512	Basili et al., 2013
22513	Basili et al., 2013
22514	Basili et al., 2013
22515	Basili et al., 2013
22516	Basili et al., 2013
22516	Galadini et al., 2001
22516	Pantosti et al., 1995
22517	Basili et al., 2013
22518	Basili et al., 2013
22518	Galadini et al., 2001
22519	Basili et al., 2013
22520	Basili et al., 2013
22521	Basili et al., 2013
22522	Basili et al., 2013
22523	Basili et al., 2013
22524	Working material, data 2015
22525	Map of Italy, 1991
22526	Bird, 2003
22526	Map of Italy, 1991
22527	Working material, data 2014
22528	Basili et al., 2013
22529	Basili et al., 2013
22530	Basili et al., 2013
22531	Galadini et al., 2001
22532	Basili et al., 2013
22533	Working material, data 2015
22534	Working material, data 2015
22535	Working material, data 2015
22536	Working material, data 2015
22537	Working material, data 2015
22538	Working material, data 2015
22539	Working material, data 2015
22540	Basili et al., 2013
22541	Working material, data 2015
22542	Working material, data 2015
22543	Working material, data 2015
22544	Working material, data 2015
22545	Working material, data 2015
22546	Working material, data 2015
22547	Working material, data 2015
22548	Basili et al., 2013
22548	Galadini et al., 2001
22549	Basili et al., 2013
22550	Basili et al., 2013
22550	Galadini et al., 2001
22551	Basili et al., 2013
22552	Basili et al., 2013
22553	Basili et al., 2013
22554	Basili et al., 2013
22555	Basili et al., 2013
22556	Basili et al., 2013
22557	Basili et al., 2013
22557	Galadini et al., 2001
22558	Basili et al., 2013
22558	Galadini et al., 2001
22559	Basili et al., 2013
22559	Galadini et al., 2001
22560	Basili et al., 2013
22561	Working material, data 2015
22562	Working material, data 2015
22563	Basili et al., 2013
22563	Galadini et al., 2001
22564	Working material, data 2015
22565	Basili et al., 2013
22566	Working material, data 2015
22567	Basili et al., 2013
22568	Basili et al., 2013
22569	Basili et al., 2013
22570	Basili et al., 2013
22571	Basili et al., 2013
22572	Basili et al., 2013
22573	Basili et al., 2013
22574	Basili et al., 2013
22574	Galadini et al., 2001
22575	Basili et al., 2013
22576	Basili et al., 2013
22577	Basili et al., 2013
22578	Basili et al., 2013
22579	Basili et al., 2013
22580	Basili et al., 2013
22581	Basili et al., 2013
22582	Basili et al., 2013
22583	Basili et al., 2013
22584	Basili et al., 2013
22585	Basili et al., 2013
22586	Basili et al., 2013
22587	Basili et al., 2013
22588	Basili et al., 2013
22589	Basili et al., 2013
22590	Basili et al., 2013
22591	Basili et al., 2013
22592	Basili et al., 2013
22592	Galadini et al., 2001
22593	Galadini et al., 2001
22594	Working material, data 2015
22595	Working material, data 2015
22596	Working material, data 2015
22597	Working material, data 2015
22598	Working material, data 2015
22599	Map of Italy, 1991
22600	Map of Italy, 1991
22601	Map of Italy, 1991
22602	Map of Italy, 1991
22603	Map of Italy, 1991
22604	Map of Italy, 1987
22605	Map of Italy, 1987
22606	Map of Italy, 1987
22607	Working material, data 2015
22608	Working material, data 2015
22609	Working material, data 2015
22610	Working material, data 2015
22611	Basili et al., 2013
22612	Basili et al., 2013
22613	Basili et al., 2013
22614	Basili et al., 2013
22615	Basili et al., 2013
22616	Basili et al., 2013
22617	Basili et al., 2013
22618	Basili et al., 2013
22619	Basili et al., 2013
22620	Basili et al., 2013
22621	Basili et al., 2013
22622	Basili et al., 2013
22623	Basili et al., 2013
22624	Basili et al., 2013
22624	Trifonov, data 1996
22625	Basili et al., 2013
22626	Basili et al., 2013
22627	Basili et al., 2013
22627	Galadini et al., 2001
22627	Map of Italy, 1987
22628	Basili et al., 2013
22629	Basili et al., 2013
22630	Basili et al., 2013
22631	Basili et al., 2013
22632	Basili et al., 2013
22633	Basili et al., 2013
22634	Basili et al., 2013
22635	Basili et al., 2013
22636	Basili et al., 2013
22637	Working material, data 2015
22638	Basili et al., 2013
22639	Basili et al., 2013
22640	Basili et al., 2013
22641	Basili et al., 2013
22642	Basili et al., 2013
22643	Basili et al., 2013
22644	Basili et al., 2013
22644	Galadini et al., 2001
22645	Basili et al., 2013
22645	Galadini et al., 2001
22646	Basili et al., 2013
22647	Basili et al., 2013
22648	Basili et al., 2013
22649	Basili et al., 2013
22650	Basili et al., 2013
22651	Basili et al., 2013
22652	Basili et al., 2013
22653	Basili et al., 2013
22654	Basili et al., 2013
22655	Working material, data 2015
22656	Working material, data 2015
22657	Basili et al., 2013
22658	Basili et al., 2013
22659	Basili et al., 2013
22660	Basili et al., 2013
22661	Basili et al., 2013
22662	Basili et al., 2013
22663	Basili et al., 2013
22663	Galadini et al., 2001
22663	Map of Italy, 1987
22664	Basili et al., 2013
22664	Map of Italy, 1987
22665	Basili et al., 2013
22666	Basili et al., 2013
22667	Basili et al., 2013
22668	Basili et al., 2013
22669	Basili et al., 2013
22670	Basili et al., 2013
22671	Basili et al., 2013
22672	Basili et al., 2013
22673	Basili et al., 2013
22674	Basili et al., 2013
22675	Basili et al., 2013
22676	Working material, data 2015
22677	Basili et al., 2013
22678	Basili et al., 2013
22679	Working material, data 2015
22680	Basili et al., 2013
22681	Basili et al., 2013
22682	Basili et al., 2013
22683	Basili et al., 2013
22684	Basili et al., 2013
22685	Basili et al., 2013
22686	Basili et al., 2013
22687	Basili et al., 2013
22688	Basili et al., 2013
22689	Basili et al., 2013
22690	Basili et al., 2013
22691	Basili et al., 2013
22692	Map of Italy, 1987
22693	Basili et al., 2013
22693	Map of Italy, 1987
22694	Basili et al., 2013
22695	Basili et al., 2013
22696	Basili et al., 2013
22697	Basili et al., 2013
22698	Basili et al., 2013
22699	Basili et al., 2013
22700	Basili et al., 2013
22701	Basili et al., 2013
22702	Basili et al., 2013
22702	Castaldini et al., 1991
22702	Galadini et al., 2001
22703	Castaldini et al., 1991
22703	Galadini et al., 2001
22704	Galadini et al., 2001
22705	Atanackov et al., 2021
22705	Basili et al., 2013
22706	Atanackov et al., 2021
22706	Basili et al., 2013
22706	Galadini et al., 2001
22707	Basili et al., 2013
22708	Galadini et al., 2001
22709	Atanackov et al., 2021
22709	Basili et al., 2013
22709	Galadini et al., 2001
22709	Map of Italy, 1987
22710	Atanackov et al., 2021
22710	Basili et al., 2013
22710	Galadini et al., 2001
22711	Basili et al., 2013
22712	Atanackov et al., 2021
22712	Basili et al., 2013
22713	Arsovski et al., 1975
22713	Atanackov et al., 2021
22714	Atanackov et al., 2021
22714	Basili et al., 2013
22715	Arsovski et al., 1975
22715	Atanackov et al., 2021
22715	Basili et al., 2013
22716	Atanackov et al., 2021
22716	Basili et al., 2013
22717	Basili et al., 2013
22718	Atanackov et al., 2021
22719	Atanackov et al., 2021
22719	Basili et al., 2013
22720	Working material, data 2015
22721	Basili et al., 2013
22722	Basili et al., 2013
22723	Atanackov et al., 2021
22723	Basili et al., 2013
22723	Map of Alps, 1982
22724	Atanackov et al., 2021
22724	Basili et al., 2013
22724	Map of Alps, 1982
22725	Atanackov et al., 2021
22725	Basili et al., 2013
22725	Map of Alps, 1982
22726	Atanackov et al., 2021
22726	Basili et al., 2013
22727	Atanackov et al., 2021
22727	Basili et al., 2013
22728	Basili et al., 2013
22729	Atanackov et al., 2021
22729	Basili et al., 2013
22730	Atanackov et al., 2021
22730	Basili et al., 2013
22731	Arsovski et al., 1975
22731	Atanackov et al., 2021
22731	Basili et al., 2013
22732	Arsovski et al., 1975
22732	Atanackov et al., 2021
22732	Basili et al., 2013
22733	Arsovski et al., 1975
22733	Atanackov et al., 2021
22733	Basili et al., 2013
22734	Arsovski et al., 1975
22734	Atanackov et al., 2021
22734	Basili et al., 2013
22735	Atanackov et al., 2021
22735	Basili et al., 2013
22736	Arsovski et al., 1975
22736	Atanackov et al., 2021
22737	Map of Alps, 1982
22738	Atanackov et al., 2021
22738	Basili et al., 2013
22739	Atanackov et al., 2021
22739	Basili et al., 2013
22740	Atanackov et al., 2021
22740	Basili et al., 2013
22741	Atanackov et al., 2021
22741	Basili et al., 2013
22742	Arsovski et al., 1975
22743	Arsovski et al., 1975
22744	Arsovski et al., 1975
22745	Arsovski et al., 1975
22745	Atanackov et al., 2021
22745	Basili et al., 2013
22746	Arsovski et al., 1975
22746	Atanackov et al., 2021
22746	Basili et al., 2013
22747	Working material, data 2015
22748	Working material, data 2015
22749	Working material, data 2015
22750	Working material, data 2015
22751	Working material, data 2015
22752	Working material, data 2015
22753	Arsovski et al., 1975
22753	Atanackov et al., 2021
22754	Arsovski et al., 1975
22755	Arsovski et al., 1975
22756	Arsovski et al., 1975
22756	Basili et al., 2013
22757	Atanackov et al., 2021
22758	Atanackov et al., 2021
22758	Basili et al., 2013
22759	Basili et al., 2013
22760	Atanackov et al., 2021
22761	Arsovski et al., 1975
22762	Basili et al., 2013
22763	Basili et al., 2013
22764	Basili et al., 2013
22765	Basili et al., 2013
22766	Basili et al., 2013
22767	Working material, data 2015
22768	Working material, data 2015
22769	Working material, data 2015
22770	Arsovski et al., 1975
22771	Arsovski et al., 1975
22772	Working material, data 2015
22773	Arsovski et al., 1975
22773	Basili et al., 2013
22774	Basili et al., 2013
22775	Basili et al., 2013
22776	Atanackov et al., 2021
22777	Basili et al., 2013
22778	Basili et al., 2013
22779	Basili et al., 2013
22780	Arsovski et al., 1975
22781	Arsovski et al., 1975
22782	Arsovski et al., 1975
22782	Basili et al., 2013
22783	Arsovski et al., 1975
22783	Basili et al., 2013
22784	Arsovski et al., 1975
22784	Basili et al., 2013
22785	Arsovski et al., 1975
22785	Basili et al., 2013
22786	Arsovski et al., 1975
22786	Basili et al., 2013
22787	Arsovski et al., 1975
22788	Working material, data 2015
22789	Working material, data 2015
22790	Arsovski et al., 1975
22791	Working material, data 2015
22792	Arsovski et al., 1975
22793	Arsovski et al., 1975
22793	Basili et al., 2013
22794	Arsovski et al., 1975
22794	Basili et al., 2013
22795	Arsovski et al., 1975
22795	Basili et al., 2013
22796	Arsovski et al., 1975
22796	Basili et al., 2013
22797	Arsovski et al., 1975
22797	Basili et al., 2013
22798	Arsovski et al., 1975
22798	Basili et al., 2013
22799	Arsovski et al., 1975
22799	Basili et al., 2013
22800	Arsovski et al., 1975
22800	Basili et al., 2013
22801	Arsovski et al., 1975
22802	Arsovski et al., 1975
22803	Arsovski et al., 1975
22804	Arsovski et al., 1975
22804	Basili et al., 2013
22805	Arsovski et al., 1975
22806	Arsovski et al., 1975
22807	Basili et al., 2013
22808	Basili et al., 2013
22809	Basili et al., 2013
22810	Basili et al., 2013
22811	Working material, data 2015
22812	Basili et al., 2013
22813	Basili et al., 2013
22814	Basili et al., 2013
22815	Basili et al., 2013
22816	Working material, data 2015
22817	Working material, data 2015
22818	Working material, data 2015
22819	Basili et al., 2013
22820	Basili et al., 2013
22821	Basili et al., 2013
22822	Basili et al., 2013
22823	Basili et al., 2013
22824	Basili et al., 2013
22825	Basili et al., 2013
22826	Atanackov et al., 2021
22826	Basili et al., 2013
22827	Atanackov et al., 2021
22827	Basili et al., 2013
22828	Basili et al., 2013
22829	Basili et al., 2013
22830	Atanackov et al., 2021
22830	Basili et al., 2013
22831	Atanackov et al., 2021
22831	Basili et al., 2013
22832	Arsovski et al., 1975
22832	Atanackov et al., 2021
22832	Basili et al., 2013
22833	Basili et al., 2013
22834	Basili et al., 2013
22835	Arsovski et al., 1975
22835	Atanackov et al., 2021
22835	Basili et al., 2013
22836	Basili et al., 2013
22837	Arsovski et al., 1975
22838	Atanackov et al., 2021
22838	Basili et al., 2013
22839	Arsovski et al., 1975
22839	Atanackov et al., 2021
22840	Arsovski et al., 1975
22840	Atanackov et al., 2021
22840	Basili et al., 2013
22841	Arsovski et al., 1975
22841	Atanackov et al., 2021
22842	Atanackov et al., 2021
22842	Basili et al., 2013
22843	Basili et al., 2013
22844	Working material, data 2015
22845	Arsovski et al., 1975
22846	Arsovski et al., 1975
22847	Arsovski et al., 1975
22847	Basili et al., 2013
22848	Basili et al., 2013
22849	Arsovski et al., 1975
22850	Arsovski et al., 1975
22851	Basili et al., 2013
22852	Basili et al., 2013
22853	Basili et al., 2013
22854	Basili et al., 2013
22855	Working material, data 2015
22856	Basili et al., 2013
22857	Basili et al., 2013
22858	Arsovski et al., 1975
22859	Arsovski et al., 1975
22860	Arsovski et al., 1975
22860	Basili et al., 2013
22861	Basili et al., 2013
22862	Basili et al., 2013
22863	Basili et al., 2013
22864	Arsovski et al., 1975
22864	Basili et al., 2013
22865	Arsovski et al., 1975
22865	Basili et al., 2013
22866	Arsovski et al., 1975
22866	Basili et al., 2013
22867	Arsovski et al., 1975
22867	Basili et al., 2013
22868	Working material, data 2015
22869	Working material, data 2015
22870	Working material, data 2015
22871	Arsovski et al., 1975
22871	Basili et al., 2013
22872	Arsovski et al., 1975
22872	Basili et al., 2013
22873	Arsovski et al., 1975
22873	Basili et al., 2013
22874	Arsovski et al., 1975
22874	Basili et al., 2013
22875	Arsovski et al., 1975
22875	Basili et al., 2013
22876	Working material, data 2015
22877	Working material, data 2015
22878	Working material, data 2015
22879	Basili et al., 2013
22880	Basili et al., 2013
22881	Basili et al., 2013
22882	Basili et al., 2013
22883	Basili et al., 2013
22884	Basili et al., 2013
22885	Basili et al., 2013
22886	Basili et al., 2013
22887	Basili et al., 2013
22888	Basili et al., 2013
22889	Basili et al., 2013
22890	Basili et al., 2013
22891	Basili et al., 2013
22892	Basili et al., 2013
22893	Basili et al., 2013
22894	Basili et al., 2013
22895	Basili et al., 2013
22896	Basili et al., 2013
22897	Basili et al., 2013
22898	Basili et al., 2013
22899	Basili et al., 2013
22900	Basili et al., 2013
22901	Basili et al., 2013
22902	Basili et al., 2013
22903	Basili et al., 2013
22904	Basili et al., 2013
22905	Basili et al., 2013
22906	Basili et al., 2013
22907	Basili et al., 2013
22908	Basili et al., 2013
22909	Working material, data 2019
22910	Working material, data 2015
22911	Basili et al., 2013
22912	Basili et al., 2013
22913	Basili et al., 2013
22914	Basili et al., 2013
22915	Basili et al., 2013
22916	Basili et al., 2013
22917	Basili et al., 2013
22918	Basili et al., 2013
22919	Basili et al., 2013
22920	Basili et al., 2013
22921	Basili et al., 2013
22922	Basili et al., 2013
22923	Basili et al., 2013
22924	Arsovski et al., 1975
22925	Working material, data 2015
22926	Working material, data 2015
22927	Working material, data 2015
22928	Working material, data 2015
22929	Working material, data 2015
22930	Working material, data 2013
22931	Working material, data 2013
22932	Working material, data 2013
22933	Working material, data 2013
22934	Basili et al., 2013
22935	Basili et al., 2013
22936	Basili et al., 2013
22937	Basili et al., 2013
22938	Basili et al., 2013
22939	Working material, data 2019
22940	Working material, data 2015
22941	Working material, data 2015
22942	Basili et al., 2013
22943	Basili et al., 2013
22944	Basili et al., 2013
22945	Basili et al., 2013
22946	Basili et al., 2013
22947	Working material, data 2015
22948	Basili et al., 2013
22949	Basili et al., 2013
22950	Basili et al., 2013
22951	Arsovski et al., 1975
22951	Basili et al., 2013
22952	Basili et al., 2013
22953	Basili et al., 2013
22954	Working material, data 2015
22955	Working material, data 2015
22956	Basili et al., 2013
22957	Basili et al., 2013
22958	Basili et al., 2013
22959	Basili et al., 2013
22960	Basili et al., 2013
22961	Basili et al., 2013
22962	Working material, data 2015
22963	Basili et al., 2013
22964	Basili et al., 2013
22965	Basili et al., 2013
22966	Basili et al., 2013
22967	Basili et al., 2013
22968	Basili et al., 2013
22969	Basili et al., 2013
22970	Basili et al., 2013
22971	Basili et al., 2013
22972	Working material, data 2015
22973	Working material, data 2015
22974	Working material, data 2015
22975	Basili et al., 2013
22976	Basili et al., 2013
22977	Basili et al., 2013
22978	Basili et al., 2013
22979	Basili et al., 2013
22980	Basili et al., 2013
22981	Basili et al., 2013
22982	Basili et al., 2013
22983	Basili et al., 2013
22984	Basili et al., 2013
22985	Basili et al., 2013
22986	Basili et al., 2013
22987	Basili et al., 2013
22988	Basili et al., 2013
22989	Basili et al., 2013
22990	Basili et al., 2013
22991	Basili et al., 2013
22992	Basili et al., 2013
22993	Basili et al., 2013
22994	Basili et al., 2013
22995	Basili et al., 2013
22996	Basili et al., 2013
22997	Basili et al., 2013
22998	Basili et al., 2013
22999	Basili et al., 2013
23000	Basili et al., 2013
23001	Basili et al., 2013
23002	Basili et al., 2013
23003	Basili et al., 2013
23004	Arsovski et al., 1975
23004	Basili et al., 2013
23005	Working material, data 2015
23006	Arsovski et al., 1975
23006	Basili et al., 2013
23007	Working material, data 2015
23008	Working material, data 2015
23009	Working material, data 2015
23010	Working material, data 2015
23011	Basili et al., 2013
23012	Working material, data 2015
23013	Working material, data 2015
23014	Arsovski et al., 1975
23015	Working material, data 2015
23016	Arsovski et al., 1975
23017	Basili et al., 2013
23018	Arsovski et al., 1975
23018	Basili et al., 2013
23019	Basili et al., 2013
23020	Basili et al., 2013
23021	Basili et al., 2013
23022	Basili et al., 2013
23023	Basili et al., 2013
23024	Basili et al., 2013
23025	Basili et al., 2013
23026	Basili et al., 2013
23027	Basili et al., 2013
23028	Basili et al., 2013
23029	Basili et al., 2013
23030	Basili et al., 2013
23031	Basili et al., 2013
23032	Basili et al., 2013
23033	Basili et al., 2013
23034	Basili et al., 2013
23035	Basili et al., 2013
23036	Basili et al., 2013
23037	Working material, data 2015
23038	Working material, data 2015
23039	Basili et al., 2013
23040	Basili et al., 2013
23041	Basili et al., 2013
23042	Working material, data 2019
23043	Basili et al., 2013
23044	Basili et al., 2013
23045	Basili et al., 2013
23046	Basili et al., 2013
23047	Arsovski et al., 1975
23047	Mikhailov et al., 1976
23048	Arsovski et al., 1975
23048	Mikhailov et al., 1976
23049	Basili et al., 2013
23050	Basili et al., 2013
23051	Basili et al., 2013
23052	Basili et al., 2013
23053	Basili et al., 2013
23054	Basili et al., 2013
23055	Basili et al., 2013
23056	Basili et al., 2013
23057	Basili et al., 2013
23058	Basili et al., 2013
23059	Working material, data 2015
23060	Working material, data 2015
23061	Basili et al., 2013
23062	Working material, data 2015
23063	Working material, data 2015
23064	Basili et al., 2013
23065	Basili et al., 2013
23066	Basili et al., 2013
23067	Basili et al., 2013
23068	Basili et al., 2013
23069	Basili et al., 2013
23070	Basili et al., 2013
23071	Basili et al., 2013
23072	Basili et al., 2013
23073	Working material, data 2015
23074	Working material, data 2015
23075	Working material, data 2015
23076	Working material, data 2015
23077	Basili et al., 2013
23078	Basili et al., 2013
23079	Basili et al., 2013
23080	Working material, data 2015
23081	Basili et al., 2013
23082	Basili et al., 2013
23083	Basili et al., 2013
23084	Basili et al., 2013
23084	Caputo et al., 2013
23084	Ganas et al., 2021
23085	Arsovski et al., 1975
23086	Basili et al., 2013
23087	Working material, data 2015
23088	Working material, data 2015
23089	Working material, data 2015
23090	Basili et al., 2013
23091	Working material, data 2015
23092	Working material, data 2015
23093	Working material, data 2015
23094	Basili et al., 2013
23095	Basili et al., 2013
23096	Basili et al., 2013
23097	Basili et al., 2013
23098	Basili et al., 2013
23099	Basili et al., 2013
23100	Working material, data 2015
23101	Working material, data 2015
23102	Basili et al., 2013
23103	Basili et al., 2013
23104	Working material, data 2015
23105	Mikhailov et al., 1976
23106	Mikhailov et al., 1976
23107	Mikhailov et al., 1976
23108	Basili et al., 2013
23108	Mikhailov et al., 1976
23109	Working material, data 2015
23110	Basili et al., 2013
23111	Working material, data 2015
23112	Working material, data 2015
23113	Working material, data 2015
23114	Basili et al., 2013
23115	Basili et al., 2013
23116	Basili et al., 2013
23117	Basili et al., 2013
23118	Basili et al., 2013
23119	Basili et al., 2013
23120	Basili et al., 2013
23121	Working material, data 2015
23122	Basili et al., 2013
23123	Basili et al., 2013
23124	Basili et al., 2013
23125	Basili et al., 2013
23126	Basili et al., 2013
23127	Basili et al., 2013
23128	Basili et al., 2013
23129	Basili et al., 2013
23130	Working material, data 2015
23131	Working material, data 2015
23132	Working material, data 2015
23133	Working material, data 2015
23134	Working material, data 2015
23135	Working material, data 2015
23136	Working material, data 2015
23137	Working material, data 2015
23138	Working material, data 2015
23139	Working material, data 2015
23140	Basili et al., 2013
23141	Basili et al., 2013
23142	Basili et al., 2013
23143	Basili et al., 2013
23144	Basili et al., 2013
23145	Basili et al., 2013
23146	Basili et al., 2013
23147	Basili et al., 2013
23148	Working material, data 2015
23149	Working material, data 2015
23150	Working material, data 2015
23151	Basili et al., 2013
23152	Working material, data 2015
23153	Basili et al., 2013
23154	Basili et al., 2013
23155	Basili et al., 2013
23156	Basili et al., 2013
23157	Basili et al., 2013
23158	Basili et al., 2013
23159	Basili et al., 2013
23160	Basili et al., 2013
23161	Basili et al., 2013
23162	Basili et al., 2013
23163	Basili et al., 2013
23164	Basili et al., 2013
23165	Basili et al., 2013
23166	Basili et al., 2013
23167	Basili et al., 2013
23168	Basili et al., 2013
23169	Basili et al., 2013
23170	Basili et al., 2013
23171	Basili et al., 2013
23172	Basili et al., 2013
23173	Working material, data 2015
23174	Basili et al., 2013
23175	Working material, data 2015
23176	Basili et al., 2013
23177	Basili et al., 2013
23178	Basili et al., 2013
23179	Basili et al., 2013
23180	Basili et al., 2013
23181	Basili et al., 2013
23182	Basili et al., 2013
23183	Basili et al., 2013
23184	Basili et al., 2013
23185	Working material, data 2015
23186	Basili et al., 2013
23187	Basili et al., 2013
23188	Basili et al., 2013
23189	Basili et al., 2013
23190	Basili et al., 2013
23191	Basili et al., 2013
23192	Basili et al., 2013
23193	Basili et al., 2013
23194	Basili et al., 2013
23195	Basili et al., 2013
23196	Working material, data 2015
23197	Working material, data 2015
23198	Working material, data 2015
23199	Basili et al., 2013
23199	Matova et al., 1996
23200	Basili et al., 2013
23200	Matova et al., 1996
23201	Basili et al., 2013
23201	Matova et al., 1996
23202	Working material, data 2015
23203	Basili et al., 2013
23203	Matova et al., 1996
23204	Matova et al., 1996
23205	Basili et al., 2013
23205	Matova et al., 1996
23206	Working material, data 2013
23207	Basili et al., 2013
23208	Basili et al., 2013
23208	Matova et al., 1996
23209	Basili et al., 2013
23209	Matova et al., 1996
23210	Basili et al., 2013
23211	Basili et al., 2013
23212	Basili et al., 2013
23213	Basili et al., 2013
23214	Working material, data 2015
23215	Working material, data 2015
23216	Basili et al., 2013
23217	Basili et al., 2013
23218	Basili et al., 2013
23219	Basili et al., 2013
23220	Basili et al., 2013
23221	Basili et al., 2013
23222	Basili et al., 2013
23223	Basili et al., 2013
23224	Basili et al., 2013
23225	Basili et al., 2013
23226	Basili et al., 2013
23227	Basili et al., 2013
23228	Basili et al., 2013
23229	Basili et al., 2013
23230	Working material, data 2015
23231	Basili et al., 2013
23232	Basili et al., 2013
23233	Basili et al., 2013
23234	Basili et al., 2013
23235	Basili et al., 2013
23236	Basili et al., 2013
23237	Basili et al., 2013
23238	Basili et al., 2013
23239	Basili et al., 2013
23240	Basili et al., 2013
23241	Basili et al., 2013
23242	Basili et al., 2013
23243	Basili et al., 2013
23244	Basili et al., 2013
23245	Working material, data 2015
23246	Basili et al., 2013
23247	Basili et al., 2013
23248	Basili et al., 2013
23249	Basili et al., 2013
23250	Basili et al., 2013
23251	Basili et al., 2013
23252	Basili et al., 2013
23253	Basili et al., 2013
23254	Basili et al., 2013
23255	Basili et al., 2013
23256	Basili et al., 2013
23257	Basili et al., 2013
23258	Basili et al., 2013
23259	Basili et al., 2013
23260	Basili et al., 2013
23261	Basili et al., 2013
23262	Basili et al., 2013
23263	Basili et al., 2013
23264	Basili et al., 2013
23265	Basili et al., 2013
23266	Working material, data 2015
23267	Basili et al., 2013
23268	Basili et al., 2013
23269	Basili et al., 2013
23270	Basili et al., 2013
23271	Basili et al., 2013
23272	Basili et al., 2013
23273	Basili et al., 2013
23274	Basili et al., 2013
23275	Basili et al., 2013
23276	Working material, data 2015
23277	Basili et al., 2013
23278	Basili et al., 2013
23279	Basili et al., 2013
23280	Basili et al., 2013
23281	Basili et al., 2013
23282	Basili et al., 2013
23283	Basili et al., 2013
23284	Basili et al., 2013
23285	Basili et al., 2013
23286	Basili et al., 2013
23287	Basili et al., 2013
23288	Basili et al., 2013
23289	Basili et al., 2013
23290	Basili et al., 2013
23291	Basili et al., 2013
23292	Basili et al., 2013
23293	Basili et al., 2013
23293	Matova et al., 1996
23294	Basili et al., 2013
23295	Basili et al., 2013
23296	Basili et al., 2013
23297	Basili et al., 2013
23298	Basili et al., 2013
23299	Basili et al., 2013
23300	Basili et al., 2013
23301	Basili et al., 2013
23302	Basili et al., 2013
23303	Basili et al., 2013
23304	Basili et al., 2013
23305	Basili et al., 2013
23306	Basili et al., 2013
23307	Basili et al., 2013
23308	Basili et al., 2013
23309	Basili et al., 2013
23310	Basili et al., 2013
23311	Basili et al., 2013
23312	Basili et al., 2013
23313	Working material, data 2015
23314	Working material, data 2015
23315	Working material, data 2015
23316	Working material, data 2015
23317	Working material, data 2015
23318	Working material, data 2015
23319	Working material, data 2015
23320	Working material, data 2015
23321	Working material, data 2015
23322	Working material, data 2015
23323	Working material, data 2015
23324	Working material, data 2015
23325	Working material, data 2015
23326	Working material, data 2015
23327	Working material, data 2015
23328	Basili et al., 2013
23329	Basili et al., 2013
23330	Basili et al., 2013
23331	Basili et al., 2013
23332	Basili et al., 2013
23333	Basili et al., 2013
23334	Basili et al., 2013
23335	Basili et al., 2013
23336	Working material, data 2015
23337	Basili et al., 2013
23338	Basili et al., 2013
23339	Working material, data 2015
23340	Basili et al., 2013
