FAULT_ID	CITATION
42640	Watanabe et al., 1997
42641	Christophersen et al., 2015
42641	Huzita et al., 1973
42641	Map of Japan, 1991
42641	Watanabe et al., 1997
42642	Huzita et al., 1973
42642	Map of Japan, 1991
42642	Watanabe et al., 1997
42643	Huzita et al., 1973
42643	Map of Japan, 1991
42644	Working material, data 2019
42645	Working material, data 2013
42646	Working material, data 2013
42647	Map of Japan, 1991
42647	Okada et al., 1997
42647	Okada, 1980
42647	Tsutsumi et al., 1991
42647	Tsutsumi et al., 1992
42647	Tsutsumi et al., 1996
42648	Map of Japan, 1991
42648	Okada et al., 1997
42648	Okada, 1980
42648	Tsutsumi et al., 1991
42648	Tsutsumi et al., 1992
42648	Tsutsumi et al., 1996
42649	Christophersen et al., 2015
42649	Map of Japan, 1991
42649	Okada et al., 1997
42649	Okada, 1980
42649	Tsutsumi et al., 1991
42649	Tsutsumi et al., 1992
42649	Tsutsumi et al., 1996
42650	Christophersen et al., 2015
42650	Map of Japan, 1991
42650	Okada et al., 1997
42650	Okada, 1980
42650	Tsutsumi et al., 1991
42650	Tsutsumi et al., 1992
42650	Tsutsumi et al., 1996
42651	Christophersen et al., 2015
42651	Map of Japan, 1991
42651	Okada et al., 1997
42651	Okada, 1980
42651	Tsutsumi et al., 1991
42651	Tsutsumi et al., 1992
42651	Tsutsumi et al., 1996
42652	Christophersen et al., 2015
42652	Map of Japan, 1991
42652	Okada et al., 1997
42652	Okada, 1980
42652	Tsutsumi et al., 1991
42652	Tsutsumi et al., 1992
42652	Tsutsumi et al., 1996
42653	Christophersen et al., 2015
42653	Map of Japan, 1991
42653	Okada et al., 1997
42653	Okada, 1980
42653	Tsutsumi et al., 1991
42653	Tsutsumi et al., 1992
42653	Tsutsumi et al., 1996
42654	Map of Japan, 1991
42654	Okada et al., 1997
42654	Okada, 1980
42654	Tsutsumi et al., 1991
42654	Tsutsumi et al., 1992
42654	Tsutsumi et al., 1996
42655	Christophersen et al., 2015
42655	Map of Japan, 1991
42655	Okada et al., 1997
42655	Okada, 1980
42655	Tsutsumi et al., 1991
42655	Tsutsumi et al., 1992
42655	Tsutsumi et al., 1996
42656	Christophersen et al., 2015
42656	Map of Japan, 1991
42656	Okada et al., 1997
42656	Okada, 1980
42656	Tsutsumi et al., 1991
42656	Tsutsumi et al., 1992
42656	Tsutsumi et al., 1996
42657	Map of Japan, 1991
42658	Christophersen et al., 2015
42658	Kaneko,1966
42658	Map of Japan, 1991
42658	Okada, 1980
42659	Christophersen et al., 2015
42659	Map of Japan, 1991
42660	Map of Japan, 1991
42661	Map of Japan, 1991
42662	Christophersen et al., 2015
42662	Map of Japan, 1991
42663	Map of Japan, 1991
42664	Working material, data 2019
42665	Working material, data 2019
42666	Working material, data 2019
42667	Working material, data 2019
42668	Christophersen et al., 2015
42668	Kaneko,1966
42668	Map of Japan, 1991
42668	Okada, 1980
42669	Christophersen et al., 2015
42669	Map of Japan, 1991
42670	Christophersen et al., 2015
42670	Map of Japan, 1991
42670	Okada et al., 1997
42670	Okada, 1980
42670	Tsutsumi et al., 1991
42670	Tsutsumi et al., 1992
42670	Tsutsumi et al., 1996
42671	Christophersen et al., 2015
42671	Map of Japan, 1991
42671	Sugimura et al., 1965
42672	Christophersen et al., 2015
42672	Map of Japan, 1991
42672	Sugimura et al., 1965
42673	Working material, data 2019
42674	Working material, data 2016
42675	Working material, data 2014
42676	Working material, data 2014
42677	Working material, data 2019
42678	Shyu et al., 2005
42679	Working material, data 2019
42680	Kozhurin, data 1996
42680	Map of China, 1992
42681	Kozhurin, data 1996
42681	Map of China, 1992
42681	Shyu et al., 2005
42682	Kozhurin, data 1996
42682	Map of China, 1992
42682	Shyu et al., 2005
42683	Kozhurin, data 1996
42683	Map of China, 1992
42683	Shyu et al., 2005
42684	Kozhurin, data 1996
42684	Map of China, 1992
42684	Shyu et al., 2005
42685	Working material, data 2019
42686	Working material, data 2013
42687	Shyu et al., 2005
42688	Shyu et al., 2005
42689	Kozhurin, data 1996
42689	Map of China, 1992
42690	Kozhurin, data 1996
42690	Map of China, 1992
42691	Verma et al., 2013
42692	Map of India, 2000
42692	Verma et al., 2013
42693	Verma et al., 2013
42694	Map of India, 2000
42695	Working material, data 2014
42696	Working material, data 2014
42697	Working material, data 2021
42698	Working material, data 2014
42699	Verma et al., 2013
42700	Verma et al., 2013
42701	Working material, data 2014
42702	Verma et al., 2013
42703	Working material, data 2014
42704	Working material, data 2014
42705	Verma et al., 2013
42706	Working material, data 2014
42707	Working material, data 2014
42708	Working material, data 2014
42709	Working material, data 2014
42710	Working material, data 2014
42711	Map of India, 2000
42711	Verma et al., 2013
42712	Map of India, 2000
42712	Verma et al., 2013
42713	Verma et al., 2013
42714	Verma et al., 2013
42715	Verma et al., 2013
42716	Map of India, 2000
42716	Verma et al., 2013
42717	Working material, data 2014
42718	Verma et al., 2013
42719	Verma et al., 2013
42720	Verma et al., 2013
42721	Verma et al., 2013
42722	Working material, data 2019
42723	Verma et al., 2013
42724	Map of India, 2000
42724	Verma et al., 2013
42725	Map of India, 2000
42725	Verma et al., 2013
42726	Working material, data 2014
42727	Working material, data 2014
42728	Working material, data 2014
42729	Working material, data 2014
42730	Verma et al., 2013
42731	Verma et al., 2013
42732	Lukina, data 1996
42732	Map of Middle East, 1992
42733	Bird, 2003
42733	Kanaev et al., 1976
42733	Lukina, data 1996
42733	Map of Middle East, 1992
42733	McKenzie et al., 1971
42734	Bird, 2003
42734	Lukina, data 1996
42734	Map of Middle East, 1992
42735	Working material, data 2016
42736	Working material, data 2016
42737	Working material, data 2016
42738	Lukina, data 1996
42738	Map of Middle East, 1992
42739	Bird, 2003
42739	Kanaev et al., 1976
42739	Lukina, data 1996
42739	Map of Middle East, 1992
42739	McKenzie et al., 1971
42740	Working material, data 2019
42741	Working material, data 2019
42742	Working material, data 2019
42743	Working material, data 2019
42744	Working material, data 2019
42745	Working material, data 2019
42746	Working material, data 2019
42747	Working material, data 2019
42748	Working material, data 2019
42749	Working material, data 2019
42750	Working material, data 2019
42751	Working material, data 2019
42752	Working material, data 2019
42753	Working material, data 2019
42754	Working material, data 2019
42755	Working material, data 2019
42756	Working material, data 2019
42757	Working material, data 2019
42758	Working material, data 2019
42759	Working material, data 2019
42760	Working material, data 2019
42761	Working material, data 2019
42762	Working material, data 2019
42763	Working material, data 2019
42764	Working material, data 2019
42765	Working material, data 2019
42766	Working material, data 2019
42767	Working material, data 2019
42768	Working material, data 2019
42769	Working material, data 2019
42770	Working material, data 2019
42771	Working material, data 2019
42772	Working material, data 2019
42773	Working material, data 2019
42774	Working material, data 2019
42775	Working material, data 2019
42776	Working material, data 2019
42777	Working material, data 2013
42778	Working material, data 2018
42779	Working material, data 2019
42780	Working material, data 2019
42781	Working material, data 2013
42782	Working material, data 2019
42783	Working material, data 2019
42784	Working material, data 2019
42785	Working material, data 2013
42786	Working material, data 2013
42787	Working material, data 2013
42788	Lukina, data 1996
42788	Map of Atlantic, 1990
42789	Lukina, data 1996
42789	Map of Atlantic, 1990
42790	Lukina, data 1996
42790	Map of Atlantic, 1990
42791	Lukina, data 1996
42791	Map of Atlantic, 1990
42792	Lukina, data 1996
42792	Map of Atlantic, 1990
42793	Lukina, data 1996
42793	Map of Atlantic, 1990
42794	Working material, data 2018
42795	Working material, data 2018
42796	Working material, data 2018
42797	Lukina, data 1996
42797	Map of Atlantic, 1990
42798	Lukina, data 1996
42798	Map of Atlantic, 1990
42799	Working material, data 2019
42800	Working material, data 2019
42801	Working material, data 2019
42802	Working material, data 2019
42803	Working material, data 2019
42804	Working material, data 2019
42805	Working material, data 2019
42806	Working material, data 2019
42807	Working material, data 2019
42808	Working material, data 2019
42809	Working material, data 2019
42810	Working material, data 2019
42811	Working material, data 2019
42812	Working material, data 2019
42813	Lukina, data 1996
42813	Map of Atlantic, 1990
42814	Lukina, data 1996
42814	Musatov et al., 1992
42815	Lukina, data 1996
42815	Musatov et al., 1992
42816	Lukina, data 1996
42816	Musatov et al., 1992
42817	Lukina, data 1996
42817	Musatov et al., 1992
42818	Lukina, data 1996
42818	Musatov et al., 1992
42819	Lukina, data 1996
42819	Map of Shelf, 2003
42819	Musatov et al., 1992
42820	Lukina, data 1996
42820	Musatov et al., 1992
42821	Lukina, data 1996
42821	Musatov et al., 1992
42822	Lukina, data 1996
42822	Musatov et al., 1992
42823	Map of Shelf, 2003
42824	Lukina, data 1996
42824	Map of Shelf, 2003
42824	Musatov et al., 1992
42825	Working material, data 2019
42826	Working material, data 2019
42827	Lukina, data 1996
42827	Musatov et al., 1992
42828	Lukina, data 1996
42828	Musatov et al., 1992
42829	Lukina, data 1996
42829	Musatov et al., 1992
42830	Lukina, data 1996
42830	Musatov et al., 1992
42831	Lukina, data 1996
42831	Musatov et al., 1992
42832	Lukina, data 1996
42832	Musatov et al., 1992
42833	Lukina, data 1996
42833	Musatov et al., 1992
42834	Lukina, data 1996
42834	Musatov et al., 1992
42835	Lukina, data 1996
42835	Map of Shelf, 2003
42835	Musatov et al., 1992
42836	Lukina, data 1996
42836	Map of Shelf, 2003
42836	Musatov et al., 1992
42837	Lukina, data 1996
42837	Map of Shelf, 2003
42837	Musatov et al., 1992
42838	Lukina, data 1996
42838	Musatov et al., 1992
42839	Lukina, data 1996
42839	Musatov et al., 1992
42840	Lukina, data 1996
42840	Musatov et al., 1992
42841	Lukina, data 1996
42841	Musatov et al., 1992
42842	Lukina, data 1996
42842	Musatov et al., 1992
42843	Lukina, data 1996
42843	Musatov et al., 1992
42844	Lukina, data 1996
42844	Map of Shelf, 2003
42844	Musatov et al., 1992
42845	Lukina, data 1996
42845	Map of Shelf, 2003
42845	Musatov et al., 1992
42846	Working material, data 2018
42847	Assinovskaya, 1994
42847	Assinovskaya, data 1996
42848	Assinovskaya, 1994
42848	Assinovskaya, data 1996
42849	Gramberg et al., 1984
42850	Gramberg et al., 1984
42851	Gramberg et al., 1984
42852	Gramberg et al., 1984
42853	Gramberg et al., 1984
42854	Gramberg et al., 1984
42855	Gramberg et al., 1984
42856	Gramberg et al., 1984
42857	Gramberg et al., 1984
42858	Map of Shelf, 2003
42859	Gramberg et al., 1984
42860	Working material, data 2019
42861	Gramberg et al., 1984
42862	Gramberg et al., 1984
42863	Assinovskaya, 1994
42863	Assinovskaya, data 1996
42864	Gramberg et al., 1984
42865	Gramberg et al., 1984
42865	Map of Shelf, 2003
42866	Gramberg et al., 1984
42867	Gramberg et al., 1984
42868	Gramberg et al., 1984
42869	Levi, data 1996
42870	Gramberg et al., 1984
42871	Kozhurin, data 2010
42872	Levi, data 1996
42872	Map of Shelf, 2003
42872	Map of USSR, 1989
42873	Lukina, data 1996
42874	Kozhurin, data 2010
42875	Kozhurin, data 2010
42876	Kozhurin, data 2010
42877	Kozhurin, data 2010
42878	Gramberg et al., 1984
42879	Gramberg et al., 1984
42880	Gramberg et al., 1984
42881	Kozhurin, data 1996
42882	Working material, data 2019
42883	Working material, data 2019
42884	Working material, data 2019
42885	Working material, data 2019
42886	Gramberg et al., 1984
42886	Lukina, data 1996
42886	Musatov et al., 1992
42887	Gramberg et al., 1984
42887	Lukina, data 1996
42887	Map of Shelf, 2003
42887	Musatov et al., 1992
42888	Gramberg et al., 1984
42888	Lukina, data 1996
42888	Musatov et al., 1992
42889	Gramberg et al., 1984
42889	Lukina, data 1996
42889	Map of Shelf, 2003
42889	Musatov et al., 1992
42890	Working material, data 2019
42891	Working material, data 2019
42892	Working material, data 2019
42893	Gramberg et al., 1984
42894	Working material, data 2018
42895	Working material, data 2018
42896	Working material, data 2018
42897	Working material, data 2018
42898	Working material, data 2013
42899	Trifonov, data 1996
42900	Trifonov, data 1996
42901	Trifonov, data 1996
42902	Trifonov, data 1996
42903	Trifonov, data 1996
42904	Trifonov, data 1996
42905	Trifonov, data 1996
42906	Trifonov, data 1996
42907	Trifonov, data 1996
42908	Trifonov, data 1996
42909	Trifonov, data 1996
42910	Trifonov, data 1996
42911	Trifonov, data 1996
42912	Trifonov, data 1996
42913	Trifonov, data 1996
42914	Trifonov, data 1996
42915	Trifonov, data 1996
42916	Trifonov, data 1996
42917	Trifonov, data 1996
42918	Trifonov, data 1996
42919	Trifonov, data 1996
42920	Trifonov, data 1996
42921	Morner, 1979
42922	Morner, 1979
42923	Trifonov, data 1996
42924	Trifonov, data 1996
42925	Trifonov, data 1996
42926	Trifonov, data 1996
42927	Working material, data 2019
42928	Working material, data 2019
42929	Working material, data 2019
42930	Working material, data 2019
42931	Working material, data 2019
42932	Working material, data 2019
42933	Working material, data 2019
42934	Working material, data 2019
42935	Working material, data 2019
42936	Working material, data 2019
42937	Working material, data 2019
42938	Working material, data 2019
42939	Working material, data 2019
42940	Working material, data 2013
42941	Working material, data 2013
42942	Gramberg et al., 1984
42943	Working material, data 2013
42944	Working material, data 2013
42945	Gramberg et al., 1984
42945	Lukina, data 1996
42945	Map of Shelf, 2003
42945	Musatov et al., 1992
42946	Gramberg et al., 1984
42947	Assinovskaya, 1994
42947	Assinovskaya, data 1996
42948	Gramberg et al., 1984
42948	Lukina, data 1996
42948	Map of Shelf, 2003
42948	Musatov et al., 1992
42949	Musatov et al., 1992
42950	Assinovskaya, 1994
42950	Assinovskaya, data 1996
42950	Musatov et al., 1992
42951	Assinovskaya, 1994
42951	Assinovskaya, data 1996
42951	Musatov et al., 1992
42952	Musatov et al., 1992
42953	Musatov et al., 1992
42954	Map of Shelf, 2003
42954	Musatov et al., 1992
42955	Map of Shelf, 2003
42955	Musatov et al., 1992
42956	Lukina, data 1996
42956	Map of Shelf, 2003
42956	Musatov et al., 1992
42957	Lukina, data 1996
42957	Map of Shelf, 2003
42957	Musatov et al., 1992
42958	Lukina, data 1996
42958	Musatov et al., 1992
42959	Lukina, data 1996
42959	Map of Shelf, 2003
42959	Musatov et al., 1992
42960	Gramberg et al., 1984
42960	Lukina, data 1996
42960	Musatov et al., 1992
42961	Gramberg et al., 1984
42961	Lukina, data 1996
42961	Musatov et al., 1992
42962	Gramberg et al., 1984
42962	Lukina, data 1996
42962	Musatov et al., 1992
42963	Gramberg et al., 1984
42963	Lukina, data 1996
42963	Musatov et al., 1992
42964	Assinovskaya, 1994
42964	Assinovskaya, data 1996
42964	Map of Shelf, 2003
42965	Assinovskaya, 1994
42965	Assinovskaya, data 1996
42966	Assinovskaya, 1994
42966	Assinovskaya, data 1996
42967	Assinovskaya, 1994
42967	Assinovskaya, data 1996
42967	Map of Shelf, 2003
42968	Assinovskaya, 1994
42968	Assinovskaya, data 1996
42968	Map of Shelf, 2003
42969	Gramberg et al., 1984
42969	Lukina, data 1996
42969	Map of Shelf, 2003
42969	Musatov et al., 1992
42970	Map of Siberia, 1992
42971	Working material, data 2019
42972	Working material, data 2019
42973	Working material, data 2019
42974	Morner, 1979
42975	Morner, 1979
42976	Morner, 1979
42977	Morner, 1979
42978	Morner, 1979
42979	Morner, 1979
42980	Morner, 1979
42981	Morner, 1979
42982	Morner, 1979
42983	Morner, 1979
42984	Map of Belorussia, 1976
42984	Pavlovets, 1990
42984	Trifonov, data 1996
42985	Working material, data 2019
42986	Working material, data 2019
42987	Working material, data 2019
42988	Working material, data 2019
42989	Working material, data 2019
